record_type,sensitivity_type,scenario_id,prior_id,kappa,denominator_id,target_id,target_label,estimand_id,contrast_id,posterior_mean,posterior_median,credible_low_95,credible_high_95,prob_gt_threshold,bayes_action,log_bf10,bf10,prior_odds_10,posterior_odds_10,exact_conditional_p,observed_rate,delta_posterior_mean,abs_delta_posterior_mean,delta_observed_rate,abs_delta_observed_rate,delta_log_bf10,delta_primary_target,delta_from_primary,decision_changed,moment_status,defined_status,status,reason
cell,prior,prior_kappa_1,beta_0p5_0p5,1,primary_conservative_method_1,CP02-VHF-2022,VHF — 2022,cell_probability_primary,,0.961538461538462,,0.814694061687515,0.999959924689923,0.999962728925186,1,-13.6348602739367,1.19799614763874e-06,1,1.19799614763874e-06,0.260769262039784,1,0.0865384615384616,0.0865384615384616,0,0,18.4702354525352,,0.0865384615384616,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
cell,prior,prior_kappa_1,beta_0p5_0p5,1,primary_conservative_method_1,CP02-PTT-2022,PTT — 2022,cell_probability_primary,,0.98,,0.90161239561413,0.999979752433282,0.99999999336627,1,-13.6348602739367,1.19799614763874e-06,1,1.19799614763874e-06,0.260769262039784,1,0.0514285714285714,0.0514285714285714,0,0,18.4702354525352,,0.0514285714285714,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
model,bf_prior_scale,prior_kappa_1,beta_0p5_0p5,1,primary_conservative_method_1,M1_over_M0,M1 over M0,model_evidence_ratio,,,,,,,,-13.6348602739367,1.19799614763874e-06,1,1.19799614763874e-06,,,,,,,18.4702354525352,,18.4702354525352,false,finite,defined,ok_conditional,"M0 and all M1 cells use the same proper Beta(kappa/2,kappa/2) prior."
cell,prior,prior_kappa_2,beta_1_1,2,primary_conservative_method_1,CP02-VHF-2015,VHF — 2015,cell_probability_primary,,0.941176470588235,,0.794092785792177,0.998418888277234,0.999984741210938,1,-20.8428397677803,8.87298406683004e-10,1,8.87298406683004e-10,0.260769262039784,1,0.0464396284829721,0.0464396284829721,0,0,11.2622559586915,,0.0464396284829721,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
cell,prior,prior_kappa_2,beta_1_1,2,primary_conservative_method_1,CP02-VHF-2016,VHF — 2016,cell_probability_primary,,0.970588235294118,,0.89423718992542,0.999233087924952,0.999999999883585,1,-20.8428397677803,8.87298406683004e-10,1,8.87298406683004e-10,0.260769262039784,1,0.0261437908496732,0.0261437908496732,0,0,11.2622559586915,,0.0261437908496732,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
cell,prior,prior_kappa_2,beta_1_1,2,primary_conservative_method_1,CP02-VHF-2017,VHF — 2017,cell_probability_primary,,0.952380952380952,,0.831566529016915,0.99873491050205,0.999999046325684,1,-20.8428397677803,8.87298406683004e-10,1,8.87298406683004e-10,0.260769262039784,1,0.0393374741200828,0.0393374741200828,0,0,11.2622559586915,,0.0393374741200828,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
cell,prior,prior_kappa_2,beta_1_1,2,primary_conservative_method_1,CP02-VHF-2018,VHF — 2018,cell_probability_primary,,0.962962962962963,,0.867725395502245,0.999026712106665,0.999999985098839,1,-20.8428397677803,8.87298406683004e-10,1,8.87298406683004e-10,0.260769262039784,1,0.0319284802043422,0.0319284802043422,0,0,11.2622559586915,,0.0319284802043422,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
cell,prior,prior_kappa_2,beta_1_1,2,primary_conservative_method_1,CP02-VHF-2019,VHF — 2019,cell_probability_primary,,0.892857142857143,,0.757101653154373,0.976472545619146,0.999997176229954,1,-20.8428397677803,8.87298406683004e-10,1,8.87298406683004e-10,0.260769262039784,0.923076923076923,0.0261904761904762,0.0261904761904762,0,0,11.2622559586915,,0.0261904761904762,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
cell,prior,prior_kappa_2,beta_1_1,2,primary_conservative_method_1,CP02-PTT-2019,PTT — 2019,cell_probability_primary,,0.9,,0.739719345804786,0.986987835628222,0.999961853027344,1,-20.8428397677803,8.87298406683004e-10,1,8.87298406683004e-10,0.260769262039784,0.944444444444444,0.0363636363636364,0.0363636363636364,0,0,11.2622559586915,,0.0363636363636364,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
cell,prior,prior_kappa_2,beta_1_1,2,primary_conservative_method_1,CP02-VHF-2020,VHF — 2020,cell_probability_primary,,0.961538461538462,,0.862814828469288,0.998987800300689,0.999999970197678,1,-20.8428397677803,8.87298406683004e-10,1,8.87298406683004e-10,0.260769262039784,1,0.032967032967033,0.032967032967033,0,0,11.2622559586915,,0.032967032967033,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
cell,prior,prior_kappa_2,beta_1_1,2,primary_conservative_method_1,CP02-PTT-2020,PTT — 2020,cell_probability_primary,,0.91304347826087,,0.771555602332367,0.988794413975849,0.999994516372681,1,-20.8428397677803,8.87298406683004e-10,1,8.87298406683004e-10,0.260769262039784,0.952380952380952,0.0330434782608695,0.0330434782608695,0,0,11.2622559586915,,0.0330434782608695,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
cell,prior,prior_kappa_2,beta_1_1,2,primary_conservative_method_1,CP02-VHF-2021,VHF — 2021,cell_probability_primary,,0.888888888888889,,0.713110603332779,0.985420683159697,0.999862670898438,1,-20.8428397677803,8.87298406683004e-10,1,8.87298406683004e-10,0.260769262039784,0.9375,0.0388888888888889,0.0388888888888889,0,0,11.2622559586915,,0.0388888888888889,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
cell,prior,prior_kappa_2,beta_1_1,2,primary_conservative_method_1,CP02-PTT-2021,PTT — 2021,cell_probability_primary,,0.863636363636364,,0.696225593086076,0.969511032378484,0.999889373779297,1,-20.8428397677803,8.87298406683004e-10,1,8.87298406683004e-10,0.260769262039784,0.9,0.0303030303030303,0.0303030303030303,0,0,11.2622559586915,,0.0303030303030303,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
cell,prior,prior_kappa_2,beta_1_1,2,primary_conservative_method_1,CP02-VHF-2022,VHF — 2022,cell_probability_primary,,0.928571428571429,,0.752947361999529,0.998054371502653,0.9998779296875,1,-20.8428397677803,8.87298406683004e-10,1,8.87298406683004e-10,0.260769262039784,1,0.0535714285714286,0.0535714285714286,0,0,11.2622559586915,,0.0535714285714286,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
cell,prior,prior_kappa_2,beta_1_1,2,primary_conservative_method_1,CP02-PTT-2022,PTT — 2022,cell_probability_primary,,0.961538461538462,,0.862814828469288,0.998987800300689,0.999999970197678,1,-20.8428397677803,8.87298406683004e-10,1,8.87298406683004e-10,0.260769262039784,1,0.032967032967033,0.032967032967033,0,0,11.2622559586915,,0.032967032967033,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
model,bf_prior_scale,prior_kappa_2,beta_1_1,2,primary_conservative_method_1,M1_over_M0,M1 over M0,model_evidence_ratio,,,,,,,,-20.8428397677803,8.87298406683004e-10,1,8.87298406683004e-10,,,,,,,11.2622559586915,,11.2622559586915,false,finite,defined,ok_conditional,"M0 and all M1 cells use the same proper Beta(kappa/2,kappa/2) prior."
cell,prior,primary,beta_2_2,4,primary_conservative_method_1,CP02-VHF-2015,VHF — 2015,cell_probability_primary,,0.894736842105263,,0.727056400326632,0.986248784335636,0.999927520751953,1,-32.1050957264718,1.14007673944654e-14,1,1.14007673944654e-14,0.260769262039784,1,0,0,0,0,0,,0,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
cell,prior,primary,beta_2_2,4,primary_conservative_method_1,CP02-VHF-2016,VHF — 2016,cell_probability_primary,,0.944444444444444,,0.850827920343568,0.993003236371691,0.999999998952262,1,-32.1050957264718,1.14007673944654e-14,1,1.14007673944654e-14,0.260769262039784,1,0,0,0,0,0,,0,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
cell,prior,primary,beta_2_2,4,primary_conservative_method_1,CP02-VHF-2017,VHF — 2017,cell_probability_primary,,0.91304347826087,,0.771555602332367,0.988794413975849,0.999994516372681,1,-32.1050957264718,1.14007673944654e-14,1,1.14007673944654e-14,0.260769262039784,1,0,0,0,0,0,,0,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
cell,prior,primary,beta_2_2,4,primary_conservative_method_1,CP02-VHF-2018,VHF — 2018,cell_probability_primary,,0.931034482758621,,0.816522402455377,0.991229503296473,0.999999891966581,1,-32.1050957264718,1.14007673944654e-14,1,1.14007673944654e-14,0.260769262039784,1,0,0,0,0,0,,0,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
cell,prior,primary,beta_2_2,4,primary_conservative_method_1,CP02-VHF-2019,VHF — 2019,cell_probability_primary,,0.866666666666667,,0.726484802107577,0.961105168704561,0.99999238178134,1,-32.1050957264718,1.14007673944654e-14,1,1.14007673944654e-14,0.260769262039784,0.923076923076923,0,0,0,0,0,,0,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
cell,prior,primary,beta_2_2,4,primary_conservative_method_1,CP02-PTT-2019,PTT — 2019,cell_probability_primary,,0.863636363636364,,0.696225593086076,0.969511032378484,0.999889373779297,1,-32.1050957264718,1.14007673944654e-14,1,1.14007673944654e-14,0.260769262039784,0.944444444444444,0,0,0,0,0,,0,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
cell,prior,primary,beta_2_2,4,primary_conservative_method_1,CP02-VHF-2020,VHF — 2020,cell_probability_primary,,0.928571428571429,,0.810294382586955,0.990899927057694,0.999999791383743,1,-32.1050957264718,1.14007673944654e-14,1,1.14007673944654e-14,0.260769262039784,1,0,0,0,0,0,,0,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
cell,prior,primary,beta_2_2,4,primary_conservative_method_1,CP02-PTT-2020,PTT — 2020,cell_probability_primary,,0.88,,0.730027198442396,0.973440685013751,0.999982059001923,1,-32.1050957264718,1.14007673944654e-14,1,1.14007673944654e-14,0.260769262039784,0.952380952380952,0,0,0,0,0,,0,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
cell,prior,primary,beta_2_2,4,primary_conservative_method_1,CP02-VHF-2021,VHF — 2021,cell_probability_primary,,0.85,,0.668623335543234,0.966173750998235,0.999635696411133,1,-32.1050957264718,1.14007673944654e-14,1,1.14007673944654e-14,0.260769262039784,0.9375,0,0,0,0,0,,0,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
cell,prior,primary,beta_2_2,4,primary_conservative_method_1,CP02-PTT-2021,PTT — 2021,cell_probability_primary,,0.833333333333333,,0.664110862462879,0.950492354694207,0.999755859375,1,-32.1050957264718,1.14007673944654e-14,1,1.14007673944654e-14,0.260769262039784,0.9,0,0,0,0,0,,0,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
cell,prior,primary,beta_2_2,4,primary_conservative_method_1,CP02-VHF-2022,VHF — 2022,cell_probability_primary,,0.875,,0.680515433421697,0.983424086559916,0.99951171875,1,-32.1050957264718,1.14007673944654e-14,1,1.14007673944654e-14,0.260769262039784,1,0,0,0,0,0,,0,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
cell,prior,primary,beta_2_2,4,primary_conservative_method_1,CP02-PTT-2022,PTT — 2022,cell_probability_primary,,0.928571428571429,,0.810294382586955,0.990899927057694,0.999999791383743,1,-32.1050957264718,1.14007673944654e-14,1,1.14007673944654e-14,0.260769262039784,1,0,0,0,0,0,,0,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
model,bf_prior_scale,primary,beta_2_2,4,primary_conservative_method_1,M1_over_M0,M1 over M0,model_evidence_ratio,,,,,,,,-32.1050957264718,1.14007673944654e-14,1,1.14007673944654e-14,,,,,,,0,,0,false,finite,defined,ok_conditional,"M0 and all M1 cells use the same proper Beta(kappa/2,kappa/2) prior."
cell,prior,prior_kappa_8,beta_4_4,8,primary_conservative_method_1,CP02-VHF-2015,VHF — 2015,cell_probability_primary,,0.826086956521739,,0.650877902742592,0.948132700687563,0.999572277069092,1,-46.5617153406136,6.00487483746472e-21,1,6.00487483746472e-21,0.260769262039784,1,-0.068649885583524,0.068649885583524,0,0,-14.4566196141417,,-0.068649885583524,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
cell,prior,prior_kappa_8,beta_4_4,8,primary_conservative_method_1,CP02-VHF-2016,VHF — 2016,cell_probability_primary,,0.9,,0.791298078773557,0.971339894873904,0.999999981955625,1,-46.5617153406136,6.00487483746472e-21,1,6.00487483746472e-21,0.260769262039784,1,-0.0444444444444444,0.0444444444444444,0,0,-14.4566196141417,,-0.0444444444444444,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
cell,prior,prior_kappa_8,beta_4_4,8,primary_conservative_method_1,CP02-VHF-2017,VHF — 2017,cell_probability_primary,,0.851851851851852,,0.698459599892432,0.956436523461076,0.999956011772156,1,-46.5617153406136,6.00487483746472e-21,1,6.00487483746472e-21,0.260769262039784,1,-0.0611916264090177,0.0611916264090177,0,0,-14.4566196141417,,-0.0611916264090177,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
cell,prior,prior_kappa_8,beta_4_4,8,primary_conservative_method_1,CP02-VHF-2018,VHF — 2018,cell_probability_primary,,0.878787878787879,,0.749773049316205,0.964869346896688,0.999998721992597,1,-46.5617153406136,6.00487483746472e-21,1,6.00487483746472e-21,0.260769262039784,1,-0.0522466039707419,0.0522466039707419,0,0,-14.4566196141417,,-0.0522466039707419,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
cell,prior,prior_kappa_8,beta_4_4,8,primary_conservative_method_1,CP02-VHF-2019,VHF — 2019,cell_probability_primary,,0.823529411764706,,0.681010180289564,0.93021211633369,0.999966906150803,1,-46.5617153406136,6.00487483746472e-21,1,6.00487483746472e-21,0.260769262039784,0.923076923076923,-0.0431372549019609,0.0431372549019609,0,0,-14.4566196141417,,-0.0431372549019609,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
cell,prior,prior_kappa_8,beta_4_4,8,primary_conservative_method_1,CP02-PTT-2019,PTT — 2019,cell_probability_primary,,0.807692307692308,,0.639171545540728,0.931688535987516,0.999544739723206,1,-46.5617153406136,6.00487483746472e-21,1,6.00487483746472e-21,0.260769262039784,0.944444444444444,-0.0559440559440559,0.0559440559440559,0,0,-14.4566196141417,,-0.0559440559440559,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
cell,prior,prior_kappa_8,beta_4_4,8,primary_conservative_method_1,CP02-VHF-2020,VHF — 2020,cell_probability_primary,,0.875,,0.742460935372265,0.963698338020791,0.999997675418854,1,-46.5617153406136,6.00487483746472e-21,1,6.00487483746472e-21,0.260769262039784,1,-0.0535714285714286,0.0535714285714286,0,0,-14.4566196141417,,-0.0535714285714286,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
cell,prior,prior_kappa_8,beta_4_4,8,primary_conservative_method_1,CP02-PTT-2020,PTT — 2020,cell_probability_primary,,0.827586206896552,,0.673347330684205,0.939357091180792,0.99991000443697,1,-46.5617153406136,6.00487483746472e-21,1,6.00487483746472e-21,0.260769262039784,0.952380952380952,-0.0524137931034483,0.0524137931034483,0,0,-14.4566196141417,,-0.0524137931034483,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
cell,prior,prior_kappa_8,beta_4_4,8,primary_conservative_method_1,CP02-VHF-2021,VHF — 2021,cell_probability_primary,,0.791666666666667,,0.612188110045202,0.925396592351196,0.998700261116028,1,-46.5617153406136,6.00487483746472e-21,1,6.00487483746472e-21,0.260769262039784,0.9375,-0.0583333333333333,0.0583333333333333,0,0,-14.4566196141417,,-0.0583333333333333,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
cell,prior,prior_kappa_8,beta_4_4,8,primary_conservative_method_1,CP02-PTT-2021,PTT — 2021,cell_probability_primary,,0.785714285714286,,0.619170120906005,0.913783060052433,0.999243140220642,1,-46.5617153406136,6.00487483746472e-21,1,6.00487483746472e-21,0.260769262039784,0.9,-0.0476190476190477,0.0476190476190477,0,0,-14.4566196141417,,-0.0476190476190477,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
cell,prior,prior_kappa_8,beta_4_4,8,primary_conservative_method_1,CP02-VHF-2022,VHF — 2022,cell_probability_primary,,0.8,,0.604215448733326,0.93947546229071,0.997787475585938,1,-46.5617153406136,6.00487483746472e-21,1,6.00487483746472e-21,0.260769262039784,1,-0.075,0.075,0,0,-14.4566196141417,,-0.075,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
cell,prior,prior_kappa_8,beta_4_4,8,primary_conservative_method_1,CP02-PTT-2022,PTT — 2022,cell_probability_primary,,0.875,,0.742460935372265,0.963698338020791,0.999997675418854,1,-46.5617153406136,6.00487483746472e-21,1,6.00487483746472e-21,0.260769262039784,1,-0.0535714285714286,0.0535714285714286,0,0,-14.4566196141417,,-0.0535714285714286,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
model,bf_prior_scale,prior_kappa_8,beta_4_4,8,primary_conservative_method_1,M1_over_M0,M1 over M0,model_evidence_ratio,,,,,,,,-46.5617153406136,6.00487483746472e-21,1,6.00487483746472e-21,,,,,,,-14.4566196141417,,-14.4566196141417,false,finite,defined,ok_conditional,"M0 and all M1 cells use the same proper Beta(kappa/2,kappa/2) prior."
cell,prior,prior_kappa_16,beta_8_8,16,primary_conservative_method_1,CP02-VHF-2015,VHF — 2015,cell_probability_primary,,0.741935483870968,,0.57716347702178,0.877205190127645,0.997388560324907,1,-61.2150853734973,2.59792263035696e-27,1,2.59792263035696e-27,0.260769262039784,1,-0.152801358234295,0.152801358234295,0,0,-29.1099896470255,,-0.152801358234295,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
cell,prior,prior_kappa_16,beta_8_8,16,primary_conservative_method_1,CP02-VHF-2016,VHF — 2016,cell_probability_primary,,0.833333333333333,,0.716942465756703,0.923530521988931,0.999999464544089,1,-61.2150853734973,2.59792263035696e-27,1,2.59792263035696e-27,0.260769262039784,1,-0.111111111111111,0.111111111111111,0,0,-29.1099896470255,,-0.111111111111111,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
cell,prior,prior_kappa_16,beta_8_8,16,primary_conservative_method_1,CP02-VHF-2017,VHF — 2017,cell_probability_primary,,0.771428571428571,,0.621022251460317,0.892538184224992,0.999589302344248,1,-61.2150853734973,2.59792263035696e-27,1,2.59792263035696e-27,0.260769262039784,1,-0.141614906832298,0.141614906832298,0,0,-29.1099896470255,,-0.141614906832298,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
cell,prior,prior_kappa_16,beta_8_8,16,primary_conservative_method_1,CP02-VHF-2018,VHF — 2018,cell_probability_primary,,0.804878048780488,,0.672209866638414,0.909477590600009,0.999978861488671,1,-61.2150853734973,2.59792263035696e-27,1,2.59792263035696e-27,0.260769262039784,1,-0.126156433978133,0.126156433978133,0,0,-29.1099896470255,,-0.126156433978133,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
cell,prior,prior_kappa_16,beta_8_8,16,primary_conservative_method_1,CP02-VHF-2019,VHF — 2019,cell_probability_primary,,0.761904761904762,,0.623862534565998,0.876367511604156,0.999784571478813,1,-61.2150853734973,2.59792263035696e-27,1,2.59792263035696e-27,0.260769262039784,0.923076923076923,-0.104761904761905,0.104761904761905,0,0,-29.1099896470255,,-0.104761904761905,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
cell,prior,prior_kappa_16,beta_8_8,16,primary_conservative_method_1,CP02-PTT-2019,PTT — 2019,cell_probability_primary,,0.735294117647059,,0.577410682288299,0.867003611289185,0.997724307933822,1,-61.2150853734973,2.59792263035696e-27,1,2.59792263035696e-27,0.260769262039784,0.944444444444444,-0.128342245989305,0.128342245989305,0,0,-29.1099896470255,,-0.128342245989305,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
cell,prior,prior_kappa_16,beta_8_8,16,primary_conservative_method_1,CP02-VHF-2020,VHF — 2020,cell_probability_primary,,0.8,,0.664650438873069,0.907036072717005,0.999964872607961,1,-61.2150853734973,2.59792263035696e-27,1,2.59792263035696e-27,0.260769262039784,1,-0.128571428571429,0.128571428571429,0,0,-29.1099896470255,,-0.128571428571429,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
cell,prior,prior_kappa_16,beta_8_8,16,primary_conservative_method_1,CP02-PTT-2020,PTT — 2020,cell_probability_primary,,0.756756756756757,,0.608482350842619,0.878796705876165,0.999403378518764,1,-61.2150853734973,2.59792263035696e-27,1,2.59792263035696e-27,0.260769262039784,0.952380952380952,-0.123243243243243,0.123243243243243,0,0,-29.1099896470255,,-0.123243243243243,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
cell,prior,prior_kappa_16,beta_8_8,16,primary_conservative_method_1,CP02-VHF-2021,VHF — 2021,cell_probability_primary,,0.71875,,0.553866065665103,0.857771470902475,0.994663079734892,1,-61.2150853734973,2.59792263035696e-27,1,2.59792263035696e-27,0.260769262039784,0.9375,-0.13125,0.13125,0,0,-29.1099896470255,,-0.13125,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
cell,prior,prior_kappa_16,beta_8_8,16,primary_conservative_method_1,CP02-PTT-2021,PTT — 2021,cell_probability_primary,,0.722222222222222,,0.567441150305962,0.853645254720941,0.997005939716473,1,-61.2150853734973,2.59792263035696e-27,1,2.59792263035696e-27,0.260769262039784,0.9,-0.111111111111111,0.111111111111111,0,0,-29.1099896470255,,-0.111111111111111,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
cell,prior,prior_kappa_16,beta_8_8,16,primary_conservative_method_1,CP02-VHF-2022,VHF — 2022,cell_probability_primary,,0.714285714285714,,0.537151257723828,0.862473446059421,0.99042135477066,1,-61.2150853734973,2.59792263035696e-27,1,2.59792263035696e-27,0.260769262039784,1,-0.160714285714286,0.160714285714286,0,0,-29.1099896470255,,-0.160714285714286,false,finite,defined,ok_conditional,Proper symmetric prior sensitivity with the same primary estimand.
