model_id,predictor_profile_id,profile_size,row_id,source_record,source_line,training_rank,predicted_mpa,residual_mpa,absolute_difference_from_rowwise_loo_mpa
FULL_ADDITIVE_RAW,CP01-PROFILE-R0016,1,CP01-R0016,16,17,9,28.42966340,24.48033660,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0017,1,CP01-R0017,17,18,9,31.76684407,7.59315593,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0018,1,CP01-R0018,18,19,9,59.57741798,-3.43741798,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0019,1,CP01-R0019,19,20,9,36.97711368,3.58288632,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0020,1,CP01-R0020,20,21,9,48.89626381,-6.27626381,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0021,1,CP01-R0021,21,22,9,48.12466472,-6.28466472,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0022,1,CP01-R0022,22,23,9,24.74165058,3.49834942,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0023,1,CP01-R0023,23,24,9,22.10578305,-14.04578305,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0024,1,CP01-R0024,24,25,9,42.10858597,2.10141403,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0025,1,CP01-R0025,25,26,9,60.31126761,-7.79126761,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0026,1,CP01-R0026,26,27,9,49.16412858,4.13587142,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0027,1,CP01-R0027,27,28,9,57.85813589,-16.70813589,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0028,1,CP01-R0028,28,29,9,38.20910985,13.91089015,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0029,1,CP01-R0029,29,30,9,30.60148882,6.82851118,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0030,1,CP01-R0030,30,31,9,28.88772589,9.71227411,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0031,1,CP01-R0031,31,32,9,58.97798822,-3.71798822,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0032,1,CP01-R0032,32,33,9,58.42215991,-5.51215991,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0033,1,CP01-R0033,33,34,9,40.33995787,1.38004213,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0034,1,CP01-R0034,34,35,9,59.43855057,-17.30855057,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0035,1,CP01-R0035,35,36,9,57.16210118,-3.47210118,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0036,1,CP01-R0036,36,37,9,55.62942220,-17.21942220,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0037,1,CP01-R0037,37,38,9,27.63169380,2.44830620,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0038,1,CP01-R0038,38,39,9,36.24031003,1.47968997,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0039,1,CP01-R0039,39,40,9,38.47362891,3.75637109,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0040,1,CP01-R0040,40,41,9,45.12622943,-8.87622943,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0041,1,CP01-R0041,41,42,9,27.88004533,22.57995467,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0042,1,CP01-R0042,42,43,9,69.95440514,-26.25440514,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0043,1,CP01-R0043,43,44,9,67.03199504,-28.03199504,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0044,1,CP01-R0044,44,45,9,38.79034554,14.30965446,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0045,1,CP01-R0045,45,46,9,37.72566075,3.81433925,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0046,1,CP01-R0046,46,47,9,28.19548592,6.88451408,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0047,1,CP01-R0047,47,48,9,25.33680398,-10.28680398,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0048,1,CP01-R0048,48,49,9,47.36212387,-6.60212387,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0049,1,CP01-R0049,49,50,9,25.24694916,1.01305084,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0050,1,CP01-R0050,50,51,9,27.46895467,5.35104533,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0051,1,CP01-R0051,51,52,9,46.60395360,-6.82395360,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0052,1,CP01-R0052,52,53,9,35.81374502,11.11625498,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0053,1,CP01-R0053,53,54,9,34.75393833,-1.63393833,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0054,1,CP01-R0054,54,55,9,27.30327157,21.88672843,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0055,1,CP01-R0055,55,56,9,22.48481012,-7.89481012,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0056,1,CP01-R0056,56,57,9,20.61846780,-5.97846780,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0057,1,CP01-R0057,57,58,9,70.84187532,-28.91187532,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0058,1,CP01-R0058,58,59,9,20.18537161,-11.05537161,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0059,1,CP01-R0059,59,60,9,37.62061164,13.32938836,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0060,1,CP01-R0060,60,61,9,29.13429773,3.88570227,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0061,1,CP01-R0061,61,62,9,47.92389979,6.45610021,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0062,1,CP01-R0062,62,63,9,47.35117101,4.37882899,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0063,1,CP01-R0063,63,64,9,20.15619193,-10.28619193,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0064,1,CP01-R0064,64,65,9,46.13005776,4.52994224,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0065,1,CP01-R0065,65,66,9,37.03359139,11.66640861,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0066,1,CP01-R0066,66,67,9,48.52417496,6.53582504,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0067,1,CP01-R0067,67,68,9,63.47772857,-18.77772857,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0068,1,CP01-R0068,68,69,9,26.73585452,3.54414548,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0069,1,CP01-R0069,69,70,9,18.37510196,22.48489804,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0070,1,CP01-R0070,70,71,9,52.12673524,19.86326476,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0071,1,CP01-R0071,71,72,9,51.04250953,-16.64250953,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0072,1,CP01-R0072,72,73,9,49.50559821,-20.70559821,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0073,3,CP01-R0073,73,74,9,54.69553733,-21.29553733,0.40036479
FULL_ADDITIVE_RAW,CP01-PROFILE-R0074,1,CP01-R0074,74,75,9,55.02486689,-18.72486689,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0075,1,CP01-R0075,75,76,9,55.46660849,-26.46660849,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0076,1,CP01-R0076,76,77,9,53.03362888,-15.23362888,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0077,1,CP01-R0077,77,78,9,67.28174501,-27.08174501,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0073,3,CP01-R0078,78,79,9,54.69553733,-21.29553733,0.40036479
FULL_ADDITIVE_RAW,CP01-PROFILE-R0079,1,CP01-R0079,79,80,9,47.79928972,-19.69928972,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0080,1,CP01-R0080,80,81,9,61.62391140,-20.32391140,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0073,3,CP01-R0081,81,82,9,54.69553733,-21.29553733,0.40036479
FULL_ADDITIVE_RAW,CP01-PROFILE-R0082,1,CP01-R0082,82,83,9,51.55567879,-26.35567879,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0083,1,CP01-R0083,83,84,9,50.60464076,-9.50464076,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0084,4,CP01-R0084,84,85,9,51.44804770,-16.14804770,0.26448593
FULL_ADDITIVE_RAW,CP01-PROFILE-R0085,1,CP01-R0085,85,86,9,51.23016792,-22.93016792,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0086,1,CP01-R0086,86,87,9,52.95023091,-24.35023091,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0084,4,CP01-R0087,87,88,9,51.44804770,-16.14804770,0.26448593
FULL_ADDITIVE_RAW,CP01-PROFILE-R0088,1,CP01-R0088,88,89,9,48.33514090,-23.93514090,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0084,4,CP01-R0089,89,90,9,51.44804770,-16.14804770,0.26448593
FULL_ADDITIVE_RAW,CP01-PROFILE-R0090,1,CP01-R0090,90,91,9,53.76855450,-14.46855450,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0091,1,CP01-R0091,91,92,9,60.51118590,-19.91118590,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0084,4,CP01-R0092,92,93,9,51.44804770,-16.14804770,0.26448593
FULL_ADDITIVE_RAW,CP01-PROFILE-R0093,1,CP01-R0093,93,94,9,46.13442331,-22.03442331,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0094,1,CP01-R0094,94,95,9,51.43411121,-5.23411121,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0095,1,CP01-R0095,95,96,9,49.80551750,-7.00551750,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0096,3,CP01-R0096,96,97,9,54.71072263,-5.51072263,0.10312362
FULL_ADDITIVE_RAW,CP01-PROFILE-R0097,1,CP01-R0097,97,98,9,55.39347177,-8.59347177,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0098,1,CP01-R0098,98,99,9,55.62640642,-9.92640642,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0099,1,CP01-R0099,99,100,9,53.33533054,2.26466946,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0100,1,CP01-R0100,100,101,9,67.31734000,-12.41734000,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0096,3,CP01-R0101,101,102,9,54.71072263,-5.51072263,0.10312362
FULL_ADDITIVE_RAW,CP01-PROFILE-R0102,1,CP01-R0102,102,103,9,48.19675875,-13.29675875,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0103,1,CP01-R0103,103,104,9,61.94393978,-15.04393978,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0096,3,CP01-R0104,104,105,9,54.71072263,-5.51072263,0.10312362
FULL_ADDITIVE_RAW,CP01-PROFILE-R0105,1,CP01-R0105,105,106,9,51.93634574,-18.53634574,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0106,1,CP01-R0106,106,107,9,50.98449511,3.11550489,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0107,4,CP01-R0107,107,108,9,51.63999565,4.26000435,0.10927976
FULL_ADDITIVE_RAW,CP01-PROFILE-R0108,1,CP01-R0108,108,109,9,51.46772437,-1.66772437,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0109,1,CP01-R0109,109,110,9,53.05592319,-5.95592319,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0107,4,CP01-R0110,110,111,9,51.63999565,4.26000435,0.10927976
FULL_ADDITIVE_RAW,CP01-PROFILE-R0111,1,CP01-R0111,111,112,9,48.69172474,-10.69172474,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0107,4,CP01-R0112,112,113,9,51.63999565,4.26000435,0.10927976
FULL_ADDITIVE_RAW,CP01-PROFILE-R0113,1,CP01-R0113,113,114,9,54.08591166,2.01408834,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0114,1,CP01-R0114,114,115,9,60.73347385,-1.64347385,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0107,4,CP01-R0115,115,116,9,51.63999565,-28.73999565,0.06907011
FULL_ADDITIVE_RAW,CP01-PROFILE-R0116,1,CP01-R0116,116,117,9,46.53807172,-11.43807172,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0117,1,CP01-R0117,117,118,9,53.76313554,7.32686446,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0118,1,CP01-R0118,118,119,9,52.03844211,7.76155789,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0119,3,CP01-R0119,119,120,9,56.86163113,3.42836887,0.06358653
FULL_ADDITIVE_RAW,CP01-PROFILE-R0120,1,CP01-R0120,120,121,9,57.68346289,4.11653711,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0121,1,CP01-R0121,121,122,9,57.86794866,-1.16794866,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0122,1,CP01-R0122,122,123,9,55.64621263,12.65378737,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0123,1,CP01-R0123,123,124,9,69.43264167,-2.53264167,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0119,3,CP01-R0124,124,125,9,56.86163113,3.42836887,0.06358653
FULL_ADDITIVE_RAW,CP01-PROFILE-R0125,1,CP01-R0125,125,126,9,50.47153051,0.22846949,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0126,1,CP01-R0126,126,127,9,64.15385922,-7.75385922,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0119,3,CP01-R0127,127,128,9,56.86163113,3.42836887,0.06358653
FULL_ADDITIVE_RAW,CP01-PROFILE-R0128,1,CP01-R0128,128,129,9,54.14225994,1.35774006,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0129,1,CP01-R0129,129,130,9,53.31054064,15.18945936,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0130,4,CP01-R0130,130,131,9,53.58202877,17.71797123,0.27959116
FULL_ADDITIVE_RAW,CP01-PROFILE-R0131,1,CP01-R0131,131,132,9,53.63860226,21.06139774,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0132,1,CP01-R0132,132,133,9,55.40133446,-3.20133446,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0130,4,CP01-R0133,133,134,9,53.58202877,17.71797123,0.27959116
FULL_ADDITIVE_RAW,CP01-PROFILE-R0134,1,CP01-R0134,134,135,9,50.88200606,16.81799394,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0130,4,CP01-R0135,135,136,9,53.58202877,17.71797123,0.27959116
FULL_ADDITIVE_RAW,CP01-PROFILE-R0136,1,CP01-R0136,136,137,9,56.42439714,9.57560286,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0137,1,CP01-R0137,137,138,9,62.96455357,11.53544643,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0130,4,CP01-R0138,138,139,9,53.58202877,17.71797123,0.27959116
FULL_ADDITIVE_RAW,CP01-PROFILE-R0139,1,CP01-R0139,139,140,9,48.87605005,1.02394995,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0140,1,CP01-R0140,140,141,9,56.96521819,6.43478181,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0141,1,CP01-R0141,141,142,9,55.21472721,9.68527279,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0142,3,CP01-R0142,142,143,9,60.03334993,4.26665007,0.08143821
FULL_ADDITIVE_RAW,CP01-PROFILE-R0143,1,CP01-R0143,143,144,9,60.88190845,4.01809155,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0144,1,CP01-R0144,144,145,9,61.06108250,-0.86108250,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0145,1,CP01-R0145,145,146,9,58.83764917,13.46235083,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0146,1,CP01-R0146,146,147,9,72.65499805,-3.35499805,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0142,3,CP01-R0147,147,148,9,60.03334993,4.26665007,0.08143821
FULL_ADDITIVE_RAW,CP01-PROFILE-R0148,1,CP01-R0148,148,149,9,53.65733797,1.54266203,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0149,1,CP01-R0149,149,150,9,67.37353246,-8.57353246,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0142,3,CP01-R0150,150,151,9,60.03334993,4.26665007,0.08143821
FULL_ADDITIVE_RAW,CP01-PROFILE-R0151,1,CP01-R0151,151,152,9,57.26385434,8.83614566,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0152,1,CP01-R0152,152,153,9,56.49128902,17.20871098,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0153,4,CP01-R0153,153,154,9,56.70495062,20.59504938,0.33642216
FULL_ADDITIVE_RAW,CP01-PROFILE-R0154,1,CP01-R0154,154,155,9,56.81208617,23.38791383,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0155,1,CP01-R0155,155,156,9,58.60892124,-3.70892124,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0153,4,CP01-R0156,156,157,9,56.70495062,20.59504938,0.33642216
FULL_ADDITIVE_RAW,CP01-PROFILE-R0157,1,CP01-R0157,157,158,9,54.05574963,18.93425037,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0153,4,CP01-R0158,158,159,9,56.70495062,20.59504938,0.33642216
FULL_ADDITIVE_RAW,CP01-PROFILE-R0159,1,CP01-R0159,159,160,9,59.60323792,12.09676208,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0160,1,CP01-R0160,160,161,9,66.13745054,13.26254946,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0153,4,CP01-R0161,161,162,9,56.70495062,20.59504938,0.33642216
FULL_ADDITIVE_RAW,CP01-PROFILE-R0162,1,CP01-R0162,162,163,9,52.04153443,7.84846557,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0163,1,CP01-R0163,163,164,9,60.97399242,3.92600758,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0164,1,CP01-R0164,164,165,9,59.23344189,7.36655811,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0165,3,CP01-R0165,165,166,9,64.11842798,1.08157202,0.02270032
FULL_ADDITIVE_RAW,CP01-PROFILE-R0166,1,CP01-R0166,166,167,9,64.89728302,1.80271698,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0167,1,CP01-R0167,167,168,9,65.09443313,-2.59443313,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0168,1,CP01-R0168,168,169,9,62.84673657,11.34326343,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0169,1,CP01-R0169,169,170,9,76.73491103,-6.03491103,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0165,3,CP01-R0170,170,171,9,64.11842798,1.08157202,0.02270032
FULL_ADDITIVE_RAW,CP01-PROFILE-R0171,1,CP01-R0171,171,172,9,57.67032842,-0.07032842,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0172,1,CP01-R0172,172,173,9,71.47412724,-12.27412724,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0165,3,CP01-R0173,173,174,9,64.11842798,1.08157202,0.02270032
FULL_ADDITIVE_RAW,CP01-PROFILE-R0174,1,CP01-R0174,174,175,9,61.27425392,6.82574608,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0175,1,CP01-R0175,175,176,9,60.48818506,15.01181494,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0176,4,CP01-R0176,176,177,9,60.68383197,18.61616803,0.35096024
FULL_ADDITIVE_RAW,CP01-PROFILE-R0177,1,CP01-R0177,177,178,9,62.65578667,-6.15578667,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0176,4,CP01-R0178,178,179,9,60.68383197,18.61616803,0.35096024
FULL_ADDITIVE_RAW,CP01-PROFILE-R0179,1,CP01-R0179,179,180,9,58.03318929,18.76681071,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0176,4,CP01-R0180,180,181,9,60.68383197,18.61616803,0.35096024
FULL_ADDITIVE_RAW,CP01-PROFILE-R0181,1,CP01-R0181,181,182,9,63.61533928,9.68466072,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0182,1,CP01-R0182,182,183,9,70.13409142,12.46590858,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0176,4,CP01-R0183,183,184,9,60.68383197,18.61616803,0.35096024
FULL_ADDITIVE_RAW,CP01-PROFILE-R0184,1,CP01-R0184,184,185,9,56.01191479,11.78808521,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0185,1,CP01-R0185,185,186,9,20.20978769,-8.62978769,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0186,1,CP01-R0186,186,187,9,21.39601629,3.05398371,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0187,1,CP01-R0187,187,188,9,23.00225878,1.88774122,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0188,1,CP01-R0188,188,189,9,26.19263629,3.25736371,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0189,1,CP01-R0189,189,190,9,31.17419171,9.53580829,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0190,1,CP01-R0190,190,191,9,19.41066813,-9.03066813,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0191,1,CP01-R0191,191,192,9,20.59590215,1.54409785,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0192,1,CP01-R0192,192,193,9,22.20105522,0.63894478,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0193,1,CP01-R0193,193,194,9,25.38923935,2.27076065,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0194,1,CP01-R0194,194,195,9,30.40046721,4.15953279,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0195,1,CP01-R0195,195,196,9,23.08477052,-10.63477052,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0196,1,CP01-R0196,196,197,9,24.28539740,0.70460260,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0197,1,CP01-R0197,197,198,9,25.88871610,-0.16871610,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0198,1,CP01-R0198,198,199,9,29.06141115,4.89858885,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0199,1,CP01-R0199,199,200,9,34.09141609,3.24858391,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0200,1,CP01-R0200,200,201,9,24.85870949,-9.81870949,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0201,1,CP01-R0201,201,202,9,26.09066092,-5.03066092,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0202,1,CP01-R0202,202,203,9,27.67137626,-1.27137626,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0203,1,CP01-R0203,203,204,9,30.84082031,4.49917969,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0204,1,CP01-R0204,204,205,9,35.85989315,4.71010685,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0205,1,CP01-R0205,205,206,9,22.65570891,-10.18570891,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0206,1,CP01-R0206,206,207,9,23.88091889,-2.96091889,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0207,1,CP01-R0207,207,208,9,25.47025419,-0.57025419,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0208,1,CP01-R0208,208,209,9,28.64442694,5.55557306,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0209,1,CP01-R0209,209,210,9,33.66331467,5.94668533,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0210,1,CP01-R0210,210,211,9,20.99996480,-10.96996480,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0211,1,CP01-R0211,211,212,9,22.20640095,-2.12640095,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0212,1,CP01-R0212,212,213,9,23.79064486,0.68935514,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0213,1,CP01-R0213,213,214,9,26.96970626,4.57029374,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0214,1,CP01-R0214,214,215,9,31.99944632,3.34055368,0.00000000
FULL_ADDITIVE_RAW,CP01-PROFILE-R0215,1,CP01-R0215,215,216,9,25.41255215,-15.96255215,0.00000000
