schema_version,relation_id,relation_type,source_entity_id,target_entity_id,target_ref,source_path,source_order
o006.random.backend.relation.v1,O006-90-005509,internal-link-target,O006-016-07-0012,O006-002-00-0001,random/sample/Introduction.html,random/point/Sufficient.html,25
o006.random.backend.relation.v1,O006-90-005510,contains,O006-016-01-0002,O006-016-01-0004,,random/point/Sufficient.html,26
o006.random.backend.relation.v1,O006-90-005511,contains,O006-016-01-0004,O006-016-04-0004,,random/point/Sufficient.html,27
o006.random.backend.relation.v1,O006-90-005512,contains,O006-016-01-0004,O006-016-02-0001,,random/point/Sufficient.html,28
o006.random.backend.relation.v1,O006-90-005513,contains,O006-016-02-0001,O006-016-04-0005,,random/point/Sufficient.html,29
o006.random.backend.relation.v1,O006-90-005514,contains,O006-016-04-0005,O006-016-07-0013,,random/point/Sufficient.html,30
o006.random.backend.relation.v1,O006-90-005515,internal-link-reference,O006-016-07-0013,,random/dist/Conditional.html,random/point/Sufficient.html,30
o006.random.backend.relation.v1,O006-90-005516,contains,O006-016-01-0004,O006-016-04-0006,,random/point/Sufficient.html,31
o006.random.backend.relation.v1,O006-90-005517,contains,O006-016-01-0004,O006-016-02-0002,,random/point/Sufficient.html,32
o006.random.backend.relation.v1,O006-90-005518,contains,O006-016-02-0002,O006-016-04-0007,,random/point/Sufficient.html,33
o006.random.backend.relation.v1,O006-90-005519,contains,O006-016-04-0007,O006-016-07-0014,,random/point/Sufficient.html,34
o006.random.backend.relation.v1,O006-90-005520,internal-link-reference,O006-016-07-0014,,random/dist/Discrete.html,random/point/Sufficient.html,34
o006.random.backend.relation.v1,O006-90-005521,contains,O006-016-02-0002,O006-016-03-0001,,random/point/Sufficient.html,35
o006.random.backend.relation.v1,O006-90-005522,details-parent,O006-016-03-0001,O006-016-02-0002,,random/point/Sufficient.html,35
o006.random.backend.relation.v1,O006-90-005523,contains,O006-016-03-0001,O006-016-04-0008,,random/point/Sufficient.html,36
o006.random.backend.relation.v1,O006-90-005524,contains,O006-016-01-0004,O006-016-04-0009,,random/point/Sufficient.html,37
o006.random.backend.relation.v1,O006-90-005525,contains,O006-016-04-0009,O006-016-07-0015,,random/point/Sufficient.html,38
o006.random.backend.relation.v1,O006-90-005526,internal-link-target,O006-016-07-0015,O006-016-02-0001,random/point/Sufficient.html#suf1,random/point/Sufficient.html,38
o006.random.backend.relation.v1,O006-90-005527,contains,O006-016-04-0009,O006-016-07-0016,,random/point/Sufficient.html,39
o006.random.backend.relation.v1,O006-90-005528,internal-link-reference,O006-016-07-0016,,random/biographies/Fisher.html,random/point/Sufficient.html,39
o006.random.backend.relation.v1,O006-90-005529,contains,O006-016-04-0009,O006-016-07-0017,,random/point/Sufficient.html,40
o006.random.backend.relation.v1,O006-90-005530,internal-link-reference,O006-016-07-0017,,random/biographies/Neyman.html,random/point/Sufficient.html,40
o006.random.backend.relation.v1,O006-90-005531,contains,O006-016-01-0004,O006-016-02-0003,,random/point/Sufficient.html,41
o006.random.backend.relation.v1,O006-90-005532,contains,O006-016-02-0003,O006-016-04-0010,,random/point/Sufficient.html,42
o006.random.backend.relation.v1,O006-90-005533,contains,O006-016-02-0003,O006-016-03-0002,,random/point/Sufficient.html,43
o006.random.backend.relation.v1,O006-90-005534,details-parent,O006-016-03-0002,O006-016-02-0003,,random/point/Sufficient.html,43
o006.random.backend.relation.v1,O006-90-005535,contains,O006-016-03-0002,O006-016-04-0011,,random/point/Sufficient.html,44
o006.random.backend.relation.v1,O006-90-005536,contains,O006-016-01-0004,O006-016-04-0012,,random/point/Sufficient.html,45
o006.random.backend.relation.v1,O006-90-005537,contains,O006-016-01-0004,O006-016-02-0004,,random/point/Sufficient.html,46
o006.random.backend.relation.v1,O006-90-005538,contains,O006-016-02-0004,O006-016-04-0013,,random/point/Sufficient.html,47
o006.random.backend.relation.v1,O006-90-005539,contains,O006-016-04-0013,O006-016-07-0018,,random/point/Sufficient.html,48
o006.random.backend.relation.v1,O006-90-005540,internal-link-target,O006-016-07-0018,O006-002-00-0001,random/sample/Introduction.html,random/point/Sufficient.html,48
o006.random.backend.relation.v1,O006-90-005541,contains,O006-016-01-0002,O006-016-01-0005,,random/point/Sufficient.html,49
o006.random.backend.relation.v1,O006-90-005542,contains,O006-016-01-0005,O006-016-04-0014,,random/point/Sufficient.html,50
o006.random.backend.relation.v1,O006-90-005543,contains,O006-016-04-0014,O006-016-07-0019,,random/point/Sufficient.html,51
o006.random.backend.relation.v1,O006-90-005544,internal-link-target,O006-016-07-0019,O006-016-02-0036,random/point/Sufficient.html#uni2,random/point/Sufficient.html,51
o006.random.backend.relation.v1,O006-90-005545,contains,O006-016-01-0005,O006-016-02-0005,,random/point/Sufficient.html,52
o006.random.backend.relation.v1,O006-90-005546,contains,O006-016-02-0005,O006-016-04-0015,,random/point/Sufficient.html,53
o006.random.backend.relation.v1,O006-90-005547,contains,O006-016-01-0005,O006-016-07-0020,,random/point/Sufficient.html,54
o006.random.backend.relation.v1,O006-90-005548,internal-link-target,O006-016-07-0020,O006-016-02-0005,random/point/Sufficient.html#min1,random/point/Sufficient.html,54
o006.random.backend.relation.v1,O006-90-005549,contains,O006-016-01-0005,O006-016-07-0021,,random/point/Sufficient.html,55
o006.random.backend.relation.v1,O006-90-005550,internal-link-target,O006-016-07-0021,O006-016-02-0006,random/point/Sufficient.html#min2,random/point/Sufficient.html,55
o006.random.backend.relation.v1,O006-90-005551,contains,O006-016-01-0005,O006-016-02-0006,,random/point/Sufficient.html,56
o006.random.backend.relation.v1,O006-90-005552,contains,O006-016-02-0006,O006-016-04-0016,,random/point/Sufficient.html,57
o006.random.backend.relation.v1,O006-90-005553,contains,O006-016-02-0006,O006-016-03-0003,,random/point/Sufficient.html,58
o006.random.backend.relation.v1,O006-90-005554,details-parent,O006-016-03-0003,O006-016-02-0006,,random/point/Sufficient.html,58
o006.random.backend.relation.v1,O006-90-005555,contains,O006-016-03-0003,O006-016-04-0017,,random/point/Sufficient.html,59
o006.random.backend.relation.v1,O006-90-005556,contains,O006-016-04-0017,O006-016-07-0022,,random/point/Sufficient.html,60
o006.random.backend.relation.v1,O006-90-005557,internal-link-target,O006-016-07-0022,O006-016-02-0003,random/point/Sufficient.html#fac,random/point/Sufficient.html,60
o006.random.backend.relation.v1,O006-90-005558,contains,O006-016-01-0005,O006-016-02-0007,,random/point/Sufficient.html,61
o006.random.backend.relation.v1,O006-90-005559,contains,O006-016-02-0007,O006-016-04-0018,,random/point/Sufficient.html,62
o006.random.backend.relation.v1,O006-90-005560,contains,O006-016-01-0002,O006-016-01-0006,,random/point/Sufficient.html,63
o006.random.backend.relation.v1,O006-90-005561,contains,O006-016-01-0006,O006-016-02-0008,,random/point/Sufficient.html,64
o006.random.backend.relation.v1,O006-90-005562,contains,O006-016-02-0008,O006-016-04-0019,,random/point/Sufficient.html,65
o006.random.backend.relation.v1,O006-90-005563,contains,O006-016-04-0019,O006-016-07-0023,,random/point/Sufficient.html,66
o006.random.backend.relation.v1,O006-90-005564,internal-link-target,O006-016-07-0023,O006-013-00-0001,random/point/Likelihood.html,random/point/Sufficient.html,66
o006.random.backend.relation.v1,O006-90-005565,contains,O006-016-02-0008,O006-016-03-0004,,random/point/Sufficient.html,67
o006.random.backend.relation.v1,O006-90-005566,details-parent,O006-016-03-0004,O006-016-02-0008,,random/point/Sufficient.html,67
o006.random.backend.relation.v1,O006-90-005567,contains,O006-016-03-0004,O006-016-04-0020,,random/point/Sufficient.html,68
o006.random.backend.relation.v1,O006-90-005568,contains,O006-016-04-0020,O006-016-07-0024,,random/point/Sufficient.html,69
o006.random.backend.relation.v1,O006-90-005569,internal-link-target,O006-016-07-0024,O006-016-02-0003,random/point/Sufficient.html#fac,random/point/Sufficient.html,69
o006.random.backend.relation.v1,O006-90-005570,contains,O006-016-01-0006,O006-016-04-0021,,random/point/Sufficient.html,70
o006.random.backend.relation.v1,O006-90-005571,contains,O006-016-04-0021,O006-016-07-0025,,random/point/Sufficient.html,71
o006.random.backend.relation.v1,O006-90-005572,internal-link-target,O006-016-07-0025,O006-016-02-0008,random/point/Sufficient.html#mle,random/point/Sufficient.html,71
o006.random.backend.relation.v1,O006-90-005573,contains,O006-016-04-0021,O006-016-07-0026,,random/point/Sufficient.html,72
o006.random.backend.relation.v1,O006-90-005574,internal-link-target,O006-016-07-0026,O006-014-00-0001,random/point/Bayes.html,random/point/Sufficient.html,72
o006.random.backend.relation.v1,O006-90-005575,contains,O006-016-01-0006,O006-016-02-0009,,random/point/Sufficient.html,73
o006.random.backend.relation.v1,O006-90-005576,contains,O006-016-02-0009,O006-016-04-0022,,random/point/Sufficient.html,74
o006.random.backend.relation.v1,O006-90-005577,contains,O006-016-02-0009,O006-016-03-0005,,random/point/Sufficient.html,75
o006.random.backend.relation.v1,O006-90-005578,details-parent,O006-016-03-0005,O006-016-02-0009,,random/point/Sufficient.html,75
o006.random.backend.relation.v1,O006-90-005579,contains,O006-016-03-0005,O006-016-04-0023,,random/point/Sufficient.html,76
o006.random.backend.relation.v1,O006-90-005580,contains,O006-016-04-0023,O006-016-07-0027,,random/point/Sufficient.html,77
o006.random.backend.relation.v1,O006-90-005581,internal-link-target,O006-016-07-0027,O006-016-02-0003,random/point/Sufficient.html#fac,random/point/Sufficient.html,77
o006.random.backend.relation.v1,O006-90-005582,contains,O006-016-01-0006,O006-016-04-0024,,random/point/Sufficient.html,78
o006.random.backend.relation.v1,O006-90-005583,contains,O006-016-04-0024,O006-016-07-0028,,random/point/Sufficient.html,79
o006.random.backend.relation.v1,O006-90-005584,internal-link-target,O006-016-07-0028,O006-016-02-0009,random/point/Sufficient.html#bay,random/point/Sufficient.html,79
o006.random.backend.relation.v1,O006-90-005585,contains,O006-016-01-0006,O006-016-07-0029,,random/point/Sufficient.html,80
o006.random.backend.relation.v1,O006-90-005586,internal-link-target,O006-016-07-0029,O006-016-02-0010,random/point/Sufficient.html#rbt,random/point/Sufficient.html,80
o006.random.backend.relation.v1,O006-90-005587,contains,O006-016-01-0006,O006-016-07-0030,,random/point/Sufficient.html,81
o006.random.backend.relation.v1,O006-90-005588,internal-link-reference,O006-016-07-0030,,random/biographies/Rao.html,random/point/Sufficient.html,81
o006.random.backend.relation.v1,O006-90-005589,contains,O006-016-01-0006,O006-016-07-0031,,random/point/Sufficient.html,82
o006.random.backend.relation.v1,O006-90-005590,internal-link-reference,O006-016-07-0031,,random/biographies/Blackwell.html,random/point/Sufficient.html,82
o006.random.backend.relation.v1,O006-90-005591,contains,O006-016-01-0006,O006-016-02-0010,,random/point/Sufficient.html,83
o006.random.backend.relation.v1,O006-90-005592,contains,O006-016-02-0010,O006-016-04-0025,,random/point/Sufficient.html,84
o006.random.backend.relation.v1,O006-90-005593,contains,O006-016-02-0010,O006-016-03-0006,,random/point/Sufficient.html,85
o006.random.backend.relation.v1,O006-90-005594,details-parent,O006-016-03-0006,O006-016-02-0010,,random/point/Sufficient.html,85
o006.random.backend.relation.v1,O006-90-005595,contains,O006-016-03-0006,O006-016-04-0026,,random/point/Sufficient.html,86
o006.random.backend.relation.v1,O006-90-005596,contains,O006-016-04-0026,O006-016-07-0032,,random/point/Sufficient.html,87
o006.random.backend.relation.v1,O006-90-005597,internal-link-reference,O006-016-07-0032,,random/expect/Conditional.html,random/point/Sufficient.html,87
o006.random.backend.relation.v1,O006-90-005598,contains,O006-016-01-0002,O006-016-01-0007,,random/point/Sufficient.html,88
o006.random.backend.relation.v1,O006-90-005599,contains,O006-016-01-0007,O006-016-02-0011,,random/point/Sufficient.html,89
o006.random.backend.relation.v1,O006-90-005600,contains,O006-016-02-0011,O006-016-04-0027,,random/point/Sufficient.html,90
o006.random.backend.relation.v1,O006-90-005601,contains,O006-016-01-0007,O006-016-04-0028,,random/point/Sufficient.html,91
o006.random.backend.relation.v1,O006-90-005602,contains,O006-016-01-0007,O006-016-02-0012,,random/point/Sufficient.html,92
o006.random.backend.relation.v1,O006-90-005603,contains,O006-016-02-0012,O006-016-04-0029,,random/point/Sufficient.html,93
o006.random.backend.relation.v1,O006-90-005604,contains,O006-016-01-0007,O006-016-07-0033,,random/point/Sufficient.html,94
o006.random.backend.relation.v1,O006-90-005605,internal-link-target,O006-016-07-0033,O006-016-02-0013,random/point/Sufficient.html#lst,random/point/Sufficient.html,94
o006.random.backend.relation.v1,O006-90-005606,contains,O006-016-01-0007,O006-016-07-0034,,random/point/Sufficient.html,95
o006.random.backend.relation.v1,O006-90-005607,internal-link-reference,O006-016-07-0034,,random/biographies/Lehmann.html,random/point/Sufficient.html,95
o006.random.backend.relation.v1,O006-90-005608,contains,O006-016-01-0007,O006-016-07-0035,,random/point/Sufficient.html,96
o006.random.backend.relation.v1,O006-90-005609,internal-link-reference,O006-016-07-0035,,random/biographies/Scheffe.html,random/point/Sufficient.html,96
o006.random.backend.relation.v1,O006-90-005610,contains,O006-016-01-0007,O006-016-02-0013,,random/point/Sufficient.html,97
o006.random.backend.relation.v1,O006-90-005611,contains,O006-016-02-0013,O006-016-04-0030,,random/point/Sufficient.html,98
o006.random.backend.relation.v1,O006-90-005612,contains,O006-016-04-0030,O006-016-07-0036,,random/point/Sufficient.html,99
o006.random.backend.relation.v1,O006-90-005613,internal-link-target,O006-016-07-0036,O006-015-00-0001,random/point/Unbiased.html,random/point/Sufficient.html,99
o006.random.backend.relation.v1,O006-90-005614,contains,O006-016-02-0013,O006-016-03-0007,,random/point/Sufficient.html,100
o006.random.backend.relation.v1,O006-90-005615,details-parent,O006-016-03-0007,O006-016-02-0013,,random/point/Sufficient.html,100
o006.random.backend.relation.v1,O006-90-005616,contains,O006-016-03-0007,O006-016-04-0031,,random/point/Sufficient.html,101
o006.random.backend.relation.v1,O006-90-005617,contains,O006-016-04-0031,O006-016-07-0037,,random/point/Sufficient.html,102
o006.random.backend.relation.v1,O006-90-005618,internal-link-target,O006-016-07-0037,O006-016-02-0010,random/point/Sufficient.html#rbt,random/point/Sufficient.html,102
o006.random.backend.relation.v1,O006-90-005619,contains,O006-016-01-0002,O006-016-01-0008,,random/point/Sufficient.html,103
o006.random.backend.relation.v1,O006-90-005620,contains,O006-016-01-0008,O006-016-02-0014,,random/point/Sufficient.html,104
o006.random.backend.relation.v1,O006-90-005621,contains,O006-016-02-0014,O006-016-04-0032,,random/point/Sufficient.html,105
o006.random.backend.relation.v1,O006-90-005622,contains,O006-016-01-0008,O006-016-07-0038,,random/point/Sufficient.html,106
o006.random.backend.relation.v1,O006-90-005623,internal-link-target,O006-016-07-0038,O006-016-02-0015,random/point/Sufficient.html#bas,random/point/Sufficient.html,106
o006.random.backend.relation.v1,O006-90-005624,contains,O006-016-01-0008,O006-016-02-0015,,random/point/Sufficient.html,107
o006.random.backend.relation.v1,O006-90-005625,contains,O006-016-02-0015,O006-016-04-0033,,random/point/Sufficient.html,108
o006.random.backend.relation.v1,O006-90-005626,contains,O006-016-02-0015,O006-016-03-0008,,random/point/Sufficient.html,109
o006.random.backend.relation.v1,O006-90-005627,details-parent,O006-016-03-0008,O006-016-02-0015,,random/point/Sufficient.html,109
o006.random.backend.relation.v1,O006-90-005628,contains,O006-016-03-0008,O006-016-04-0034,,random/point/Sufficient.html,110
o006.random.backend.relation.v1,O006-90-005629,contains,O006-016-01-0008,O006-016-02-0016,,random/point/Sufficient.html,111
o006.random.backend.relation.v1,O006-90-005630,contains,O006-016-02-0016,O006-016-04-0035,,random/point/Sufficient.html,112
o006.random.backend.relation.v1,O006-90-005631,contains,O006-016-01-0001,O006-016-01-0009,,random/point/Sufficient.html,113
o006.random.backend.relation.v1,O006-90-005632,contains,O006-016-01-0009,O006-016-01-0010,,random/point/Sufficient.html,114
o006.random.backend.relation.v1,O006-90-005633,contains,O006-016-01-0010,O006-016-04-0036,,random/point/Sufficient.html,115
o006.random.backend.relation.v1,O006-90-005634,contains,O006-016-04-0036,O006-016-07-0039,,random/point/Sufficient.html,116
o006.random.backend.relation.v1,O006-90-005635,internal-link-reference,O006-016-07-0039,,random/bernoulli/Introduction.html,random/point/Sufficient.html,116
o006.random.backend.relation.v1,O006-90-005636,contains,O006-016-04-0036,O006-016-07-0040,,random/point/Sufficient.html,117
o006.random.backend.relation.v1,O006-90-005637,internal-link-reference,O006-016-07-0040,,random/bernoulli/index.html,random/point/Sufficient.html,117
o006.random.backend.relation.v1,O006-90-005638,contains,O006-016-04-0036,O006-016-07-0041,,random/point/Sufficient.html,118
o006.random.backend.relation.v1,O006-90-005639,internal-link-reference,O006-016-07-0041,,random/biographies/Bernoulli.html,random/point/Sufficient.html,118
o006.random.backend.relation.v1,O006-90-005640,contains,O006-016-04-0036,O006-016-07-0042,,random/point/Sufficient.html,119
o006.random.backend.relation.v1,O006-90-005641,internal-link-reference,O006-016-07-0042,,random/bernoulli/Binomial.html,random/point/Sufficient.html,119
o006.random.backend.relation.v1,O006-90-005642,contains,O006-016-01-0010,O006-016-02-0017,,random/point/Sufficient.html,120
o006.random.backend.relation.v1,O006-90-005643,contains,O006-016-02-0017,O006-016-04-0037,,random/point/Sufficient.html,121
o006.random.backend.relation.v1,O006-90-005644,contains,O006-016-02-0017,O006-016-03-0009,,random/point/Sufficient.html,122
o006.random.backend.relation.v1,O006-90-005645,details-parent,O006-016-03-0009,O006-016-02-0017,,random/point/Sufficient.html,122
o006.random.backend.relation.v1,O006-90-005646,contains,O006-016-03-0009,O006-016-04-0038,,random/point/Sufficient.html,123
o006.random.backend.relation.v1,O006-90-005647,contains,O006-016-01-0010,O006-016-04-0039,,random/point/Sufficient.html,124
o006.random.backend.relation.v1,O006-90-005648,contains,O006-016-04-0039,O006-016-07-0043,,random/point/Sufficient.html,125
o006.random.backend.relation.v1,O006-90-005649,internal-link-target,O006-016-07-0043,O006-016-02-0003,random/point/Sufficient.html#fac,random/point/Sufficient.html,125
o006.random.backend.relation.v1,O006-90-005650,contains,O006-016-01-0010,O006-016-02-0018,,random/point/Sufficient.html,126
o006.random.backend.relation.v1,O006-90-005651,contains,O006-016-02-0018,O006-016-04-0040,,random/point/Sufficient.html,127
o006.random.backend.relation.v1,O006-90-005652,contains,O006-016-02-0018,O006-016-03-0010,,random/point/Sufficient.html,128
o006.random.backend.relation.v1,O006-90-005653,details-parent,O006-016-03-0010,O006-016-02-0018,,random/point/Sufficient.html,128
o006.random.backend.relation.v1,O006-90-005654,contains,O006-016-03-0010,O006-016-04-0041,,random/point/Sufficient.html,129
o006.random.backend.relation.v1,O006-90-005655,contains,O006-016-01-0010,O006-016-04-0042,,random/point/Sufficient.html,130
o006.random.backend.relation.v1,O006-90-005656,contains,O006-016-04-0042,O006-016-07-0044,,random/point/Sufficient.html,131
o006.random.backend.relation.v1,O006-90-005657,internal-link-target,O006-016-07-0044,O006-016-02-0018,random/point/Sufficient.html#ber2,random/point/Sufficient.html,131
o006.random.backend.relation.v1,O006-90-005658,contains,O006-016-01-0010,O006-016-02-0019,,random/point/Sufficient.html,132
o006.random.backend.relation.v1,O006-90-005659,contains,O006-016-02-0019,O006-016-04-0043,,random/point/Sufficient.html,133
o006.random.backend.relation.v1,O006-90-005660,contains,O006-016-02-0019,O006-016-03-0011,,random/point/Sufficient.html,134
o006.random.backend.relation.v1,O006-90-005661,details-parent,O006-016-03-0011,O006-016-02-0019,,random/point/Sufficient.html,134
o006.random.backend.relation.v1,O006-90-005662,contains,O006-016-03-0011,O006-016-04-0044,,random/point/Sufficient.html,135
o006.random.backend.relation.v1,O006-90-005663,contains,O006-016-01-0010,O006-016-04-0045,,random/point/Sufficient.html,136
o006.random.backend.relation.v1,O006-90-005664,contains,O006-016-04-0045,O006-016-07-0045,,random/point/Sufficient.html,137
o006.random.backend.relation.v1,O006-90-005665,internal-link-target,O006-016-07-0045,O006-012-01-0008,random/point/Moments.html#ber,random/point/Sufficient.html,137
o006.random.backend.relation.v1,O006-90-005666,contains,O006-016-04-0045,O006-016-07-0046,,random/point/Sufficient.html,138
o006.random.backend.relation.v1,O006-90-005667,internal-link-target,O006-016-07-0046,O006-013-01-0008,random/point/Likelihood.html#ber,random/point/Sufficient.html,138
o006.random.backend.relation.v1,O006-90-005668,contains,O006-016-01-0010,O006-016-04-0046,,random/point/Sufficient.html,139
o006.random.backend.relation.v1,O006-90-005669,contains,O006-016-04-0046,O006-016-07-0047,,random/point/Sufficient.html,140
o006.random.backend.relation.v1,O006-90-005670,internal-link-target,O006-016-07-0047,O006-014-01-0008,random/point/Bayes.html#ber,random/point/Sufficient.html,140
o006.random.backend.relation.v1,O006-90-005671,contains,O006-016-04-0046,O006-016-07-0048,,random/point/Sufficient.html,141
o006.random.backend.relation.v1,O006-90-005672,internal-link-reference,O006-016-07-0048,,random/special/Beta.html,random/point/Sufficient.html,141
o006.random.backend.relation.v1,O006-90-005673,contains,O006-016-04-0046,O006-016-07-0049,,random/point/Sufficient.html,142
o006.random.backend.relation.v1,O006-90-005674,internal-link-target,O006-016-07-0049,O006-016-02-0009,random/point/Sufficient.html#bay,random/point/Sufficient.html,142
o006.random.backend.relation.v1,O006-90-005675,contains,O006-016-01-0010,O006-016-02-0020,,random/point/Sufficient.html,143
o006.random.backend.relation.v1,O006-90-005676,contains,O006-016-02-0020,O006-016-04-0047,,random/point/Sufficient.html,144
o006.random.backend.relation.v1,O006-90-005677,contains,O006-016-02-0020,O006-016-03-0012,,random/point/Sufficient.html,145
o006.random.backend.relation.v1,O006-90-005678,details-parent,O006-016-03-0012,O006-016-02-0020,,random/point/Sufficient.html,145
o006.random.backend.relation.v1,O006-90-005679,contains,O006-016-03-0012,O006-016-04-0048,,random/point/Sufficient.html,146
o006.random.backend.relation.v1,O006-90-005680,contains,O006-016-04-0048,O006-016-07-0050,,random/point/Sufficient.html,147
o006.random.backend.relation.v1,O006-90-005681,internal-link-target,O006-016-07-0050,O006-016-02-0013,random/point/Sufficient.html#lst,random/point/Sufficient.html,147
o006.random.backend.relation.v1,O006-90-005682,contains,O006-016-01-0009,O006-016-01-0011,,random/point/Sufficient.html,148
o006.random.backend.relation.v1,O006-90-005683,contains,O006-016-01-0011,O006-016-04-0049,,random/point/Sufficient.html,149
o006.random.backend.relation.v1,O006-90-005684,contains,O006-016-04-0049,O006-016-07-0051,,random/point/Sufficient.html,150
o006.random.backend.relation.v1,O006-90-005685,internal-link-reference,O006-016-07-0051,,random/poisson/Poisson.html,random/point/Sufficient.html,150
o006.random.backend.relation.v1,O006-90-005686,contains,O006-016-04-0049,O006-016-07-0052,,random/point/Sufficient.html,151
